algorithm,sample_id,task_type,objective,runtime,iterations,solution_size,answer_size,recall,timed_out,solution,source_label,algo_key,run_id,seed,wall_time,n,mode,family,method_tag,T0,cooling_rate,t,lam,alpha,init_method,display_name
ClassicalDegree,mc_n300_p01_k20_001,maximum_clique,20.0,0.005565144994761795,20,20,20,1.0,False,"[261, 264, 9, 15, 144, 145, 280, 155, 288, 162, 172, 181, 188, 74, 76, 218, 226, 230, 244, 122]",mc_n300_p01_k20,ClassicalDegree,1,1,1.265459701004147,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p01_k20_001,maximum_clique,20.0,0.08376320300158113,20,20,20,1.0,False,"[261, 264, 9, 15, 144, 145, 280, 155, 288, 162, 172, 181, 188, 74, 76, 218, 226, 230, 244, 122]",mc_n300_p01_k20,ClassicalClique,1,1,1.4284460109993233,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p01_k20_001,maximum_clique,4.0,0.1188541070005158,2000,4,20,0.0,False,"[128, 283, 120, 62]",mc_n300_p01_k20,SimulatedAnnealing,1,1,1.423685513997043,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(cheb_d50),mc_n300_p01_k20_001,maximum_clique,20.0,2.1850963380056783,19,20,20,1.0,False,"[261, 264, 9, 15, 144, 145, 280, 155, 288, 162, 172, 181, 188, 74, 76, 218, 226, 230, 244, 122]",mc_n300_p01_k20,QuantumGreedy_cheb_d50,0,0,3.1872491850008373,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
QuantumGreedy(krylov_m30),mc_n300_p01_k20_001,maximum_clique,20.0,0.6594017719980911,19,20,20,1.0,False,"[261, 264, 9, 15, 144, 145, 280, 155, 288, 162, 172, 181, 188, 74, 76, 218, 226, 230, 244, 122]",mc_n300_p01_k20,QuantumGreedy_krylov_m30,1,1,1.7668381830008002,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p01_k20_002,maximum_clique,20.0,0.0036041150015080348,20,20,20,1.0,False,"[130, 3, 260, 8, 274, 151, 281, 285, 158, 295, 50, 54, 196, 78, 82, 216, 90, 219, 98, 236]",mc_n300_p01_k20,ClassicalDegree,0,0,1.046385460998863,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p01_k20_002,maximum_clique,20.0,0.12172935499984305,20,20,20,1.0,False,"[130, 3, 260, 8, 274, 151, 281, 285, 158, 295, 50, 54, 196, 78, 82, 216, 90, 219, 98, 236]",mc_n300_p01_k20,ClassicalClique,0,0,1.455608267999196,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p01_k20_002,maximum_clique,20.0,0.09927530500135617,2000,20,20,1.0,False,"[130, 3, 260, 196, 8, 78, 274, 82, 151, 216, 281, 90, 219, 285, 158, 98, 295, 236, 50, 54]",mc_n300_p01_k20,SimulatedAnnealing,0,0,1.430433430003177,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p01_k20_002,maximum_clique,20.0,1.4790163170036976,19,20,20,1.0,False,"[130, 3, 260, 8, 274, 151, 281, 285, 158, 295, 50, 54, 196, 78, 82, 216, 90, 219, 98, 236]",mc_n300_p01_k20,QuantumGreedy_krylov_m30,0,0,3.465374913997948,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n300_p01_k20_001,maximum_clique,20.0,5.626680199005932,19,20,20,1.0,False,"[261, 264, 9, 15, 144, 145, 280, 155, 288, 162, 172, 181, 188, 74, 76, 218, 226, 230, 244, 122]",mc_n300_p01_k20,QuantumGreedy_cheb_d50,1,1,7.066001106999465,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n300_p01_k20_002,maximum_clique,20.0,0.004137340001761913,20,20,20,1.0,False,"[130, 3, 260, 8, 274, 151, 281, 285, 158, 295, 50, 54, 196, 78, 82, 216, 90, 219, 98, 236]",mc_n300_p01_k20,ClassicalDegree,1,1,0.9966058419959154,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p01_k20_002,maximum_clique,20.0,0.05461217600532109,20,20,20,1.0,False,"[130, 3, 260, 8, 274, 151, 281, 285, 158, 295, 50, 54, 196, 78, 82, 216, 90, 219, 98, 236]",mc_n300_p01_k20,ClassicalClique,1,1,1.2378793610041612,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p01_k20_002,maximum_clique,4.0,0.14671313000144437,2000,4,20,0.0,False,"[25, 179, 133, 142]",mc_n300_p01_k20,SimulatedAnnealing,1,1,1.6098640109994449,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p01_k20_002,maximum_clique,20.0,0.9223612340065301,19,20,20,1.0,False,"[130, 3, 260, 8, 274, 151, 281, 285, 158, 295, 50, 54, 196, 78, 82, 216, 90, 219, 98, 236]",mc_n300_p01_k20,QuantumGreedy_krylov_m30,1,1,2.2706574280018685,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n300_p01_k20_002,maximum_clique,20.0,7.287925324999378,19,20,20,1.0,False,"[130, 3, 260, 8, 274, 151, 281, 285, 158, 295, 50, 54, 196, 78, 82, 216, 90, 219, 98, 236]",mc_n300_p01_k20,QuantumGreedy_cheb_d50,0,0,8.316013186005875,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n300_p01_k20_003,maximum_clique,20.0,0.0036960270008421503,20,20,20,1.0,False,"[257, 132, 286, 160, 37, 295, 44, 195, 70, 75, 207, 82, 223, 226, 98, 105, 110, 117, 125, 254]",mc_n300_p01_k20,ClassicalDegree,0,0,1.3429736820035032,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p01_k20_003,maximum_clique,20.0,0.15029215499816928,20,20,20,1.0,False,"[257, 132, 286, 160, 37, 295, 44, 195, 70, 75, 207, 82, 223, 98, 226, 105, 110, 117, 125, 254]",mc_n300_p01_k20,ClassicalClique,0,0,1.603688642004272,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p01_k20_003,maximum_clique,4.0,0.10701231999701122,2000,4,20,0.05,False,"[164, 111, 110, 87]",mc_n300_p01_k20,SimulatedAnnealing,0,0,1.3334810079977615,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p01_k20_003,maximum_clique,20.0,0.6791115259984508,19,20,20,1.0,False,"[257, 132, 286, 160, 37, 295, 44, 195, 70, 75, 207, 82, 223, 226, 98, 105, 110, 117, 125, 254]",mc_n300_p01_k20,QuantumGreedy_krylov_m30,0,0,1.9737188330036588,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p01_k20_003,maximum_clique,20.0,0.003925427998183295,20,20,20,1.0,False,"[257, 132, 286, 160, 37, 295, 44, 195, 70, 75, 207, 82, 223, 226, 98, 105, 110, 117, 125, 254]",mc_n300_p01_k20,ClassicalDegree,1,1,1.3818717939939233,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
QuantumGreedy(cheb_d50),mc_n300_p01_k20_002,maximum_clique,20.0,6.767039772996213,19,20,20,1.0,False,"[130, 3, 260, 8, 274, 151, 281, 285, 158, 295, 50, 54, 196, 78, 82, 216, 90, 219, 98, 236]",mc_n300_p01_k20,QuantumGreedy_cheb_d50,1,1,8.17232921699906,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalClique,mc_n300_p01_k20_003,maximum_clique,20.0,0.07068105399957858,20,20,20,1.0,False,"[257, 132, 286, 160, 37, 295, 44, 195, 70, 75, 207, 82, 223, 98, 226, 105, 110, 117, 125, 254]",mc_n300_p01_k20,ClassicalClique,1,1,1.6457528840037412,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p01_k20_003,maximum_clique,4.0,0.15499117999570444,2000,4,20,0.0,False,"[72, 225, 155, 191]",mc_n300_p01_k20,SimulatedAnnealing,1,1,1.4847718039964093,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p01_k20_003,maximum_clique,20.0,0.8800219879994984,19,20,20,1.0,False,"[257, 132, 286, 160, 37, 295, 44, 195, 70, 75, 207, 82, 223, 226, 98, 105, 110, 117, 125, 254]",mc_n300_p01_k20,QuantumGreedy_krylov_m30,1,1,1.89307287200063,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n300_p01_k20_003,maximum_clique,20.0,7.017369079003402,19,20,20,1.0,False,"[257, 132, 286, 160, 37, 295, 44, 195, 70, 75, 207, 82, 223, 226, 98, 105, 110, 117, 125, 254]",mc_n300_p01_k20,QuantumGreedy_cheb_d50,0,0,8.665442466000968,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n300_p01_k20_004,maximum_clique,20.0,0.011557033001736272,20,20,20,1.0,False,"[258, 267, 15, 143, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",mc_n300_p01_k20,ClassicalDegree,0,0,2.2344731129996944,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p01_k20_004,maximum_clique,20.0,0.05995642900234088,20,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",mc_n300_p01_k20,ClassicalClique,0,0,1.0391108600015286,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p01_k20_004,maximum_clique,5.0,0.10235328399721766,2000,5,20,0.1,False,"[225, 212, 40, 108, 189]",mc_n300_p01_k20,SimulatedAnnealing,0,0,1.2186057710059686,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p01_k20_004,maximum_clique,20.0,0.9471925979960361,19,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",mc_n300_p01_k20,QuantumGreedy_krylov_m30,0,0,2.4099100640014512,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p01_k20_004,maximum_clique,20.0,0.00857805399573408,20,20,20,1.0,False,"[258, 267, 15, 143, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",mc_n300_p01_k20,ClassicalDegree,1,1,1.6168683009964298,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
QuantumGreedy(cheb_d50),mc_n300_p01_k20_003,maximum_clique,20.0,7.372065260999079,19,20,20,1.0,False,"[257, 132, 286, 160, 37, 295, 44, 195, 70, 75, 207, 82, 223, 226, 98, 105, 110, 117, 125, 254]",mc_n300_p01_k20,QuantumGreedy_cheb_d50,1,1,9.124471471994184,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalClique,mc_n300_p01_k20_004,maximum_clique,20.0,0.11259345500002382,20,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",mc_n300_p01_k20,ClassicalClique,1,1,1.3471194830053719,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p01_k20_004,maximum_clique,20.0,0.09933909500250593,2000,20,20,1.0,False,"[258, 199, 74, 267, 205, 143, 15, 152, 225, 97, 38, 104, 43, 172, 178, 252, 182, 249, 60, 189]",mc_n300_p01_k20,SimulatedAnnealing,1,1,1.2363836560034542,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p01_k20_004,maximum_clique,20.0,0.9194171750059468,19,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",mc_n300_p01_k20,QuantumGreedy_krylov_m30,1,1,2.1854988819977734,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n300_p01_k20_004,maximum_clique,20.0,7.989471512002638,19,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",mc_n300_p01_k20,QuantumGreedy_cheb_d50,0,0,8.97631514800014,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n300_p01_k25_000,maximum_clique,25.0,0.0030362500037881546,25,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 212, 211, 98, 230, 104, 247, 248, 126]",mc_n300_p01_k25,ClassicalDegree,0,0,1.7666699809997226,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p01_k25_000,maximum_clique,25.0,0.0703407100008917,25,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",mc_n300_p01_k25,ClassicalClique,0,0,1.2388825210000505,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p01_k25_000,maximum_clique,4.0,0.13077829300164012,2000,4,25,0.0,False,"[89, 289, 90, 25]",mc_n300_p01_k25,SimulatedAnnealing,0,0,1.417636644000595,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(cheb_d50),mc_n300_p01_k20_004,maximum_clique,20.0,3.218554661994858,19,20,20,1.0,False,"[258, 267, 143, 15, 152, 38, 43, 172, 178, 182, 60, 189, 199, 74, 205, 97, 225, 104, 249, 252]",mc_n300_p01_k20,QuantumGreedy_cheb_d50,1,1,4.962262267996266,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n300_p01_k25_000,maximum_clique,25.0,0.010281071001372766,25,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 212, 211, 98, 230, 104, 247, 248, 126]",mc_n300_p01_k25,ClassicalDegree,1,1,1.1677108220028458,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
QuantumGreedy(krylov_m30),mc_n300_p01_k25_000,maximum_clique,25.0,0.5675560309973662,24,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 212, 211, 98, 230, 104, 247, 248, 126]",mc_n300_p01_k25,QuantumGreedy_krylov_m30,0,0,1.7072328369977186,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalClique,mc_n300_p01_k25_000,maximum_clique,25.0,0.07838233900110936,25,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",mc_n300_p01_k25,ClassicalClique,1,1,1.2531984009983717,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p01_k25_000,maximum_clique,5.0,0.139322656999866,2000,5,25,0.04,False,"[209, 69, 198, 53, 72]",mc_n300_p01_k25,SimulatedAnnealing,1,1,1.3567231859997264,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p01_k25_000,maximum_clique,25.0,1.1747814010013826,24,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 212, 211, 98, 230, 104, 247, 248, 126]",mc_n300_p01_k25,QuantumGreedy_krylov_m30,1,1,2.7172416120010894,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p01_k25_001,maximum_clique,25.0,0.010210889995505568,25,25,25,1.0,False,"[9, 10, 16, 273, 272, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",mc_n300_p01_k25,ClassicalDegree,0,0,1.4442321359965717,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
QuantumGreedy(cheb_d50),mc_n300_p01_k25_000,maximum_clique,25.0,6.827624827004911,24,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 212, 211, 98, 230, 104, 247, 248, 126]",mc_n300_p01_k25,QuantumGreedy_cheb_d50,0,0,7.832593471001019,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalClique,mc_n300_p01_k25_001,maximum_clique,25.0,0.06575551500282018,25,25,25,1.0,False,"[9, 10, 16, 273, 272, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",mc_n300_p01_k25,ClassicalClique,0,0,1.924564440996619,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p01_k25_001,maximum_clique,25.0,0.162140330998227,2000,25,25,1.0,False,"[64, 70, 199, 9, 10, 16, 273, 272, 208, 276, 149, 83, 87, 24, 219, 287, 234, 43, 172, 239, 177, 241, 119, 249, 127]",mc_n300_p01_k25,SimulatedAnnealing,0,0,1.5177986979979323,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p01_k25_001,maximum_clique,25.0,0.9727653390000341,24,25,25,1.0,False,"[9, 10, 272, 273, 16, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",mc_n300_p01_k25,QuantumGreedy_krylov_m30,0,0,2.0480507329993998,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p01_k25_001,maximum_clique,25.0,0.01016755000455305,25,25,25,1.0,False,"[9, 10, 16, 273, 272, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",mc_n300_p01_k25,ClassicalDegree,1,1,1.1796306690011988,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p01_k25_001,maximum_clique,25.0,0.11557423499471042,25,25,25,1.0,False,"[9, 10, 16, 273, 272, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",mc_n300_p01_k25,ClassicalClique,1,1,1.3560806509995018,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
QuantumGreedy(cheb_d50),mc_n300_p01_k25_000,maximum_clique,25.0,9.241748642998573,24,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 212, 211, 98, 230, 104, 247, 248, 126]",mc_n300_p01_k25,QuantumGreedy_cheb_d50,1,1,10.55591430200002,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
SimulatedAnnealing,mc_n300_p01_k25_001,maximum_clique,4.0,0.10023562399874208,2000,4,25,0.0,False,"[256, 41, 195, 222]",mc_n300_p01_k25,SimulatedAnnealing,1,1,1.085185582000122,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p01_k25_001,maximum_clique,25.0,1.0877341759987758,24,25,25,1.0,False,"[9, 10, 272, 273, 16, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",mc_n300_p01_k25,QuantumGreedy_krylov_m30,1,1,2.207925843002158,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p01_k25_002,maximum_clique,25.0,0.01629290900018532,25,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 188, 60, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",mc_n300_p01_k25,ClassicalDegree,0,0,1.379730903005111,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p01_k25_002,maximum_clique,25.0,0.08876083100039978,25,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",mc_n300_p01_k25,ClassicalClique,0,0,1.4490401439979905,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p01_k25_002,maximum_clique,4.0,0.10027526500198292,2000,4,25,0.0,False,"[265, 114, 283, 197]",mc_n300_p01_k25,SimulatedAnnealing,0,0,1.3620495089999167,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p01_k25_002,maximum_clique,25.0,0.9758538179958123,24,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 188, 60, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",mc_n300_p01_k25,QuantumGreedy_krylov_m30,0,0,2.2336340740002925,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n300_p01_k25_001,maximum_clique,25.0,11.2621663539976,24,25,25,1.0,False,"[9, 10, 272, 273, 16, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",mc_n300_p01_k25,QuantumGreedy_cheb_d50,0,0,13.130271251000522,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
ClassicalDegree,mc_n300_p01_k25_002,maximum_clique,25.0,0.012023077993944753,25,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 188, 60, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",mc_n300_p01_k25,ClassicalDegree,1,1,1.5398085439956049,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p01_k25_002,maximum_clique,25.0,0.09255795899662189,25,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",mc_n300_p01_k25,ClassicalClique,1,1,1.314428042001964,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p01_k25_002,maximum_clique,4.0,0.1991962259999127,2000,4,25,0.0,False,"[193, 2, 147, 204]",mc_n300_p01_k25,SimulatedAnnealing,1,1,1.5587525400042068,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(cheb_d50),mc_n300_p01_k25_001,maximum_clique,25.0,11.367472227997496,24,25,25,1.0,False,"[9, 10, 272, 273, 16, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",mc_n300_p01_k25,QuantumGreedy_cheb_d50,1,1,13.149571429996286,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
QuantumGreedy(krylov_m30),mc_n300_p01_k25_002,maximum_clique,25.0,0.887775834002241,24,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 188, 60, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",mc_n300_p01_k25,QuantumGreedy_krylov_m30,1,1,2.08202226600406,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
ClassicalDegree,mc_n300_p01_k25_003,maximum_clique,25.0,0.007203640998341143,25,25,25,1.0,False,"[1, 130, 131, 136, 265, 8, 15, 20, 152, 27, 284, 158, 296, 45, 174, 187, 195, 229, 231, 107, 108, 239, 243, 244, 250]",mc_n300_p01_k25,ClassicalDegree,0,0,1.3868236130001605,300,embedded,ClassicalDegree,N/A,,,,,,,ClassicalDegree
ClassicalClique,mc_n300_p01_k25_003,maximum_clique,25.0,0.07764495199808152,25,25,25,1.0,False,"[1, 130, 131, 8, 136, 265, 15, 20, 152, 27, 284, 158, 296, 45, 174, 187, 195, 229, 231, 107, 108, 239, 243, 244, 250]",mc_n300_p01_k25,ClassicalClique,0,0,1.2246575699973619,300,embedded,ClassicalClique,N/A,,,,,,,ClassicalClique
SimulatedAnnealing,mc_n300_p01_k25_003,maximum_clique,4.0,0.1144482829986373,2000,4,25,0.0,False,"[210, 59, 141, 270]",mc_n300_p01_k25,SimulatedAnnealing,0,0,1.4840519569988828,300,embedded,SimulatedAnnealing,N/A,1.0,0.995,,,,,SimulatedAnnealing
QuantumGreedy(krylov_m30),mc_n300_p01_k25_003,maximum_clique,25.0,1.1051323279971257,24,25,25,1.0,False,"[1, 130, 131, 8, 265, 136, 15, 20, 152, 27, 284, 158, 296, 45, 174, 187, 195, 229, 231, 107, 108, 239, 243, 244, 250]",mc_n300_p01_k25,QuantumGreedy_krylov_m30,0,0,2.281893407998723,300,embedded,QuantumGreedy,krylov_m30,,,1.0,0.5,0.5,max_degree,QuantumGreedy_krylov_m30
QuantumGreedy(cheb_d50),mc_n300_p01_k25_002,maximum_clique,25.0,13.297099328003242,24,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 188, 60, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",mc_n300_p01_k25,QuantumGreedy_cheb_d50,0,0,14.309411135000119,300,embedded,QuantumGreedy,cheb_d50,,,1.0,0.5,0.5,max_degree,QuantumGreedy_cheb_d50
