algorithm,sample_id,task_type,objective,runtime,iterations,solution_size,answer_size,recall,timed_out,solution,K,n_seeds_tried,source_label,algo_key,run_id,seed,wall_time,n,mode,family,method_tag,display_name
"MS_CTQW(K=30,cheb_d50)",mc_n300_p01_k25_000,maximum_clique,25.0,1.1241154599993024,621,25,25,1.0,False,"[4, 139, 273, 18, 147, 276, 152, 285, 32, 38, 49, 191, 64, 72, 203, 81, 83, 211, 212, 98, 230, 104, 247, 248, 126]",30,30.0,mc_n300_p01_k25,MS_CTQW_K30_cheb_d50,1,1,2.4954993469946203,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
MS_Random(K=5),mc_n300_p01_k25_001,maximum_clique,5.0,0.08366078400285915,16,5,25,0.16,False,"[64, 234, 16, 152, 24]",5,5.0,mc_n300_p01_k25,MS_Random_K5,0,0,1.6328684209947824,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=5),mc_n300_p01_k25_001,maximum_clique,25.0,0.21310915899812244,120,25,25,1.0,False,"[9, 10, 16, 272, 273, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",5,5.0,mc_n300_p01_k25,MS_Degree_K5,0,0,1.5786135970047326,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=10),mc_n300_p01_k25_001,maximum_clique,25.0,0.1479768779972801,58,25,25,1.0,False,"[9, 10, 16, 272, 273, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",10,10.0,mc_n300_p01_k25,MS_Random_K10,0,0,1.4122506880012224,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=10),mc_n300_p01_k25_001,maximum_clique,25.0,0.1860101019992726,240,25,25,1.0,False,"[9, 10, 16, 272, 273, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",10,10.0,mc_n300_p01_k25,MS_Degree_K10,0,0,1.3387290540049435,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=20),mc_n300_p01_k25_001,maximum_clique,25.0,0.15719675799482502,107,25,25,1.0,False,"[9, 10, 16, 272, 273, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",20,20.0,mc_n300_p01_k25,MS_Random_K20,0,0,1.4184249190002447,300,external,MS_Random,N/A,MS_Random
MS_Random(K=30),mc_n300_p01_k25_001,maximum_clique,25.0,0.2052932519945898,184,25,25,1.0,False,"[9, 10, 16, 273, 272, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",30,30.0,mc_n300_p01_k25,MS_Random_K30,0,0,1.4701734889968066,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=20),mc_n300_p01_k25_001,maximum_clique,25.0,0.3160633829975268,459,25,25,1.0,False,"[9, 10, 16, 272, 273, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",20,20.0,mc_n300_p01_k25,MS_Degree_K20,0,0,1.7079032900001039,300,external,MS_Degree,N/A,MS_Degree
MS_Degree(K=30),mc_n300_p01_k25_001,maximum_clique,25.0,0.47361238399753347,618,25,25,1.0,False,"[9, 10, 16, 272, 273, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",30,30.0,mc_n300_p01_k25,MS_Degree_K30,0,0,1.7526277110009687,300,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=5,krylov_m30)",mc_n300_p01_k25_001,maximum_clique,25.0,0.1758318509964738,120,25,25,1.0,False,"[9, 10, 16, 273, 272, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",5,5.0,mc_n300_p01_k25,MS_CTQW_K5_krylov_m30,0,0,2.010485710001376,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,krylov_m30)",mc_n300_p01_k25_001,maximum_clique,25.0,0.34348644300189335,240,25,25,1.0,False,"[9, 10, 16, 273, 272, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",10,10.0,mc_n300_p01_k25,MS_CTQW_K10_krylov_m30,0,0,1.6659033260002616,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=5,cheb_d50)",mc_n300_p01_k25_001,maximum_clique,25.0,0.8183281890014769,120,25,25,1.0,False,"[9, 10, 16, 273, 272, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",5,5.0,mc_n300_p01_k25,MS_CTQW_K5_cheb_d50,0,0,2.2292997050026315,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=10,cheb_d50)",mc_n300_p01_k25_001,maximum_clique,25.0,0.8466031970019685,240,25,25,1.0,False,"[9, 10, 16, 273, 272, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",10,10.0,mc_n300_p01_k25,MS_CTQW_K10_cheb_d50,0,0,2.6762851370003773,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=20,krylov_m30)",mc_n300_p01_k25_001,maximum_clique,25.0,0.6047014549985761,480,25,25,1.0,False,"[9, 10, 16, 273, 272, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",20,20.0,mc_n300_p01_k25,MS_CTQW_K20_krylov_m30,0,0,2.6447113460017135,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",mc_n300_p01_k25_001,maximum_clique,25.0,0.8333093770052074,480,25,25,1.0,False,"[9, 10, 16, 273, 272, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",20,20.0,mc_n300_p01_k25,MS_CTQW_K20_cheb_d50,0,0,2.107504815001448,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=30,krylov_m30)",mc_n300_p01_k25_001,maximum_clique,25.0,0.8187325330000021,628,25,25,1.0,False,"[9, 10, 16, 273, 272, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",30,30.0,mc_n300_p01_k25,MS_CTQW_K30_krylov_m30,0,0,2.391906985998503,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
ClassicalClique,mc_n300_p01_k25_001,maximum_clique,25.0,0.08584381500259042,25,25,25,1.0,False,"[9, 10, 16, 273, 272, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",0,,mc_n300_p01_k25,ClassicalClique,1,1,1.4543650429986883,300,external,ClassicalClique,N/A,ClassicalClique
"MS_CTQW(K=30,cheb_d50)",mc_n300_p01_k25_001,maximum_clique,25.0,0.9073538950033253,628,25,25,1.0,False,"[9, 10, 16, 273, 272, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",30,30.0,mc_n300_p01_k25,MS_CTQW_K30_cheb_d50,0,0,2.571273071996984,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
MS_Random(K=5),mc_n300_p01_k25_001,maximum_clique,25.0,0.1031146949972026,42,25,25,1.0,False,"[9, 10, 16, 272, 273, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",5,5.0,mc_n300_p01_k25,MS_Random_K5,1,1,1.4865297100041062,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=5),mc_n300_p01_k25_001,maximum_clique,25.0,0.17503252399910707,120,25,25,1.0,False,"[9, 10, 16, 272, 273, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",5,5.0,mc_n300_p01_k25,MS_Degree_K5,1,1,1.5555989100030274,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=10),mc_n300_p01_k25_001,maximum_clique,25.0,0.1365616350012715,73,25,25,1.0,False,"[9, 10, 16, 272, 273, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",10,10.0,mc_n300_p01_k25,MS_Random_K10,1,1,1.5097796489935718,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=10),mc_n300_p01_k25_001,maximum_clique,25.0,0.2543390150021878,240,25,25,1.0,False,"[9, 10, 16, 272, 273, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",10,10.0,mc_n300_p01_k25,MS_Degree_K10,1,1,1.5556936509965453,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=20),mc_n300_p01_k25_001,maximum_clique,25.0,0.1364834339983645,103,25,25,1.0,False,"[9, 10, 16, 273, 272, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",20,20.0,mc_n300_p01_k25,MS_Random_K20,1,1,1.4920424049996655,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=20),mc_n300_p01_k25_001,maximum_clique,25.0,0.3284159440008807,459,25,25,1.0,False,"[9, 10, 16, 272, 273, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",20,20.0,mc_n300_p01_k25,MS_Degree_K20,1,1,1.6660712480006623,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=30),mc_n300_p01_k25_001,maximum_clique,25.0,0.20941986300022108,217,25,25,1.0,False,"[9, 10, 16, 273, 272, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",30,30.0,mc_n300_p01_k25,MS_Random_K30,1,1,1.4285535490053007,300,external,MS_Random,N/A,MS_Random
"MS_CTQW(K=5,cheb_d50)",mc_n300_p01_k25_001,maximum_clique,25.0,0.6198598550035967,120,25,25,1.0,False,"[9, 10, 16, 273, 272, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",5,5.0,mc_n300_p01_k25,MS_CTQW_K5_cheb_d50,1,1,1.9111265110041131,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=5,krylov_m30)",mc_n300_p01_k25_001,maximum_clique,25.0,0.4000040699975216,120,25,25,1.0,False,"[9, 10, 16, 273, 272, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",5,5.0,mc_n300_p01_k25,MS_CTQW_K5_krylov_m30,1,1,2.088930772995809,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
MS_Degree(K=30),mc_n300_p01_k25_001,maximum_clique,25.0,0.7354130130042904,618,25,25,1.0,False,"[9, 10, 16, 272, 273, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",30,30.0,mc_n300_p01_k25,MS_Degree_K30,1,1,2.406983795000997,300,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=10,krylov_m30)",mc_n300_p01_k25_001,maximum_clique,25.0,0.2818289860006189,240,25,25,1.0,False,"[9, 10, 16, 273, 272, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",10,10.0,mc_n300_p01_k25,MS_CTQW_K10_krylov_m30,1,1,1.6829359749972355,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",mc_n300_p01_k25_001,maximum_clique,25.0,0.5993009020021418,240,25,25,1.0,False,"[9, 10, 16, 273, 272, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",10,10.0,mc_n300_p01_k25,MS_CTQW_K10_cheb_d50,1,1,2.1497649129960337,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=20,krylov_m30)",mc_n300_p01_k25_001,maximum_clique,25.0,0.7246001860039541,480,25,25,1.0,False,"[9, 10, 16, 273, 272, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",20,20.0,mc_n300_p01_k25,MS_CTQW_K20_krylov_m30,1,1,2.1876245149978786,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
ClassicalClique,mc_n300_p01_k25_002,maximum_clique,25.0,0.07392217899905518,25,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",0,,mc_n300_p01_k25,ClassicalClique,0,0,1.523675035998167,300,external,ClassicalClique,N/A,ClassicalClique
"MS_CTQW(K=30,krylov_m30)",mc_n300_p01_k25_001,maximum_clique,25.0,1.0415689879955607,628,25,25,1.0,False,"[9, 10, 16, 273, 272, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",30,30.0,mc_n300_p01_k25,MS_CTQW_K30_krylov_m30,1,1,2.312884249004128,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",mc_n300_p01_k25_001,maximum_clique,25.0,1.0499003099976107,480,25,25,1.0,False,"[9, 10, 16, 273, 272, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",20,20.0,mc_n300_p01_k25,MS_CTQW_K20_cheb_d50,1,1,2.6285431569995126,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=30,cheb_d50)",mc_n300_p01_k25_001,maximum_clique,25.0,1.206116428002133,628,25,25,1.0,False,"[9, 10, 16, 273, 272, 276, 149, 24, 287, 43, 172, 177, 64, 70, 199, 208, 83, 87, 219, 234, 239, 241, 119, 249, 127]",30,30.0,mc_n300_p01_k25,MS_CTQW_K30_cheb_d50,1,1,2.5916208940034267,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
MS_Random(K=5),mc_n300_p01_k25_002,maximum_clique,6.0,0.10418106600263854,19,6,25,0.2,False,"[136, 141, 279, 247, 189, 127]",5,5.0,mc_n300_p01_k25,MS_Random_K5,0,0,1.4444992060016375,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=5),mc_n300_p01_k25_002,maximum_clique,25.0,0.15200976699998137,120,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",5,5.0,mc_n300_p01_k25,MS_Degree_K5,0,0,1.5323149809992174,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=10),mc_n300_p01_k25_002,maximum_clique,25.0,0.10723102599877166,56,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",10,10.0,mc_n300_p01_k25,MS_Random_K10,0,0,1.4730160570034059,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=10),mc_n300_p01_k25_002,maximum_clique,25.0,0.1788741620039218,240,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",10,10.0,mc_n300_p01_k25,MS_Degree_K10,0,0,1.5005807380002807,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=20),mc_n300_p01_k25_002,maximum_clique,25.0,0.2042042710017995,122,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 188, 60, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",20,20.0,mc_n300_p01_k25,MS_Random_K20,0,0,1.5384812609991059,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=20),mc_n300_p01_k25_002,maximum_clique,25.0,0.33118907199968817,480,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",20,20.0,mc_n300_p01_k25,MS_Degree_K20,0,0,1.5127495380002074,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=30),mc_n300_p01_k25_002,maximum_clique,25.0,0.20359757600090234,171,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",30,30.0,mc_n300_p01_k25,MS_Random_K30,0,0,1.6192483869963326,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=30),mc_n300_p01_k25_002,maximum_clique,25.0,0.49952906000544317,617,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",30,30.0,mc_n300_p01_k25,MS_Degree_K30,0,0,1.8444924849973177,300,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=5,krylov_m30)",mc_n300_p01_k25_002,maximum_clique,25.0,0.23080945300171152,120,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",5,5.0,mc_n300_p01_k25,MS_CTQW_K5_krylov_m30,0,0,1.8692479590026778,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=5,cheb_d50)",mc_n300_p01_k25_002,maximum_clique,25.0,0.7203753440044238,120,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",5,5.0,mc_n300_p01_k25,MS_CTQW_K5_cheb_d50,0,0,2.1128472779964795,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=10,krylov_m30)",mc_n300_p01_k25_002,maximum_clique,25.0,0.3017133309986093,240,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",10,10.0,mc_n300_p01_k25,MS_CTQW_K10_krylov_m30,0,0,1.7374651709978934,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",mc_n300_p01_k25_002,maximum_clique,25.0,0.6281795659961062,240,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",10,10.0,mc_n300_p01_k25,MS_CTQW_K10_cheb_d50,0,0,2.0648611759970663,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=20,krylov_m30)",mc_n300_p01_k25_002,maximum_clique,25.0,0.7232849130014074,480,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",20,20.0,mc_n300_p01_k25,MS_CTQW_K20_krylov_m30,0,0,2.366229803999886,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=30,krylov_m30)",mc_n300_p01_k25_002,maximum_clique,25.0,0.6013630719971843,625,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",30,30.0,mc_n300_p01_k25,MS_CTQW_K30_krylov_m30,0,0,2.0645311520056566,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",mc_n300_p01_k25_002,maximum_clique,25.0,1.1534191589962575,480,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",20,20.0,mc_n300_p01_k25,MS_CTQW_K20_cheb_d50,0,0,2.76272735800012,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
ClassicalClique,mc_n300_p01_k25_002,maximum_clique,25.0,0.0962334979994921,25,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",0,,mc_n300_p01_k25,ClassicalClique,1,1,1.6096383730036905,300,external,ClassicalClique,N/A,ClassicalClique
"MS_CTQW(K=30,cheb_d50)",mc_n300_p01_k25_002,maximum_clique,25.0,0.8362968260043999,625,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",30,30.0,mc_n300_p01_k25,MS_CTQW_K30_cheb_d50,0,0,2.3947483250012738,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
MS_Random(K=5),mc_n300_p01_k25_002,maximum_clique,5.0,0.1450001780031016,15,5,25,0.04,False,"[192, 97, 36, 209, 152]",5,5.0,mc_n300_p01_k25,MS_Random_K5,1,1,1.5335628730026656,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=5),mc_n300_p01_k25_002,maximum_clique,25.0,0.16822942699945997,120,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",5,5.0,mc_n300_p01_k25,MS_Degree_K5,1,1,1.5176068860018859,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=10),mc_n300_p01_k25_002,maximum_clique,25.0,0.10244877899822313,50,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",10,10.0,mc_n300_p01_k25,MS_Random_K10,1,1,1.4118135239987168,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=10),mc_n300_p01_k25_002,maximum_clique,25.0,0.24637147600151366,240,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",10,10.0,mc_n300_p01_k25,MS_Degree_K10,1,1,1.5507257520002895,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=20),mc_n300_p01_k25_002,maximum_clique,6.0,0.12117777399544138,61,6,25,0.2,False,"[141, 16, 17, 82, 90, 127]",20,20.0,mc_n300_p01_k25,MS_Random_K20,1,1,1.4861496960002114,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=20),mc_n300_p01_k25_002,maximum_clique,25.0,0.37317887599783717,480,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",20,20.0,mc_n300_p01_k25,MS_Degree_K20,1,1,1.6630790990020614,300,external,MS_Degree,N/A,MS_Degree
MS_Random(K=30),mc_n300_p01_k25_002,maximum_clique,25.0,0.13238109299709322,132,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",30,30.0,mc_n300_p01_k25,MS_Random_K30,1,1,1.4714884820059524,300,external,MS_Random,N/A,MS_Random
MS_Degree(K=30),mc_n300_p01_k25_002,maximum_clique,25.0,0.35577757300052326,617,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",30,30.0,mc_n300_p01_k25,MS_Degree_K30,1,1,1.9855714739969699,300,external,MS_Degree,N/A,MS_Degree
"MS_CTQW(K=5,krylov_m30)",mc_n300_p01_k25_002,maximum_clique,25.0,0.35599565600568894,120,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",5,5.0,mc_n300_p01_k25,MS_CTQW_K5_krylov_m30,1,1,1.834539837000193,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=5,cheb_d50)",mc_n300_p01_k25_002,maximum_clique,25.0,0.6234718709965819,120,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",5,5.0,mc_n300_p01_k25,MS_CTQW_K5_cheb_d50,1,1,1.8722789589955937,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=10,krylov_m30)",mc_n300_p01_k25_002,maximum_clique,25.0,0.31382524000218837,240,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",10,10.0,mc_n300_p01_k25,MS_CTQW_K10_krylov_m30,1,1,2.29976474900468,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=10,cheb_d50)",mc_n300_p01_k25_002,maximum_clique,25.0,0.9748802210015128,240,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",10,10.0,mc_n300_p01_k25,MS_CTQW_K10_cheb_d50,1,1,2.7572531449986855,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=20,krylov_m30)",mc_n300_p01_k25_002,maximum_clique,25.0,0.5404415720040561,480,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",20,20.0,mc_n300_p01_k25,MS_CTQW_K20_krylov_m30,1,1,2.275326837996545,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
"MS_CTQW(K=20,cheb_d50)",mc_n300_p01_k25_002,maximum_clique,25.0,0.7079517919992213,480,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",20,20.0,mc_n300_p01_k25,MS_CTQW_K20_cheb_d50,1,1,2.0187463510010275,300,external,MS_CTQW,cheb_d50,MS_CTQW_cheb_d50
"MS_CTQW(K=30,krylov_m30)",mc_n300_p01_k25_002,maximum_clique,25.0,0.5884703659976367,625,25,25,1.0,False,"[259, 136, 11, 141, 16, 17, 18, 278, 279, 285, 290, 172, 59, 60, 188, 192, 198, 200, 82, 227, 228, 101, 235, 247, 127]",30,30.0,mc_n300_p01_k25,MS_CTQW_K30_krylov_m30,1,1,2.0024849510009517,300,external,MS_CTQW,krylov_m30,MS_CTQW_krylov_m30
