algorithm,sample_id,task_type,objective,runtime,iterations,solution_size,answer_size,recall,timed_out,solution,source_label,algo_key,run_id,seed,wall_time,n,mode,family,method_tag,K,n_seeds_tried,ctqw_seed_reused,beta,display_name
MS_Random(K=5),mc_mislead_n300_p005_k20_003,maximum_clique,20.0,0.08119230000011157,46,20,20,1.0,False,"[128, 1, 3, 8, 141, 145, 275, 150, 152, 171, 43, 174, 50, 180, 184, 61, 80, 87, 95, 238]",mc_mislead_n300_p005_k20,MS_Random_K5,0,0,3.5607519000004686,300,external,MS_Random,N/A,5,5.0,,,MS_Random
MS_Degree(K=5),mc_mislead_n300_p005_k20_003,maximum_clique,16.0,0.13141660000110278,73,16,20,0.75,False,"[128, 1, 3, 8, 43, 238, 208, 145, 80, 50, 275, 150, 87, 184, 61, 95]",mc_mislead_n300_p005_k20,MS_Degree_K5,0,0,3.784296699999686,300,external,MS_Degree,N/A,5,5.0,,,MS_Degree
MS_Random(K=10),mc_mislead_n300_p005_k20_003,maximum_clique,16.0,0.09792659999948228,48,16,20,0.75,False,"[128, 1, 3, 8, 171, 141, 80, 145, 275, 149, 150, 87, 152, 61, 184, 95]",mc_mislead_n300_p005_k20,MS_Random_K10,0,0,3.714607599998999,300,external,MS_Random,N/A,10,10.0,,,MS_Random
MS_Degree(K=10),mc_mislead_n300_p005_k20_003,maximum_clique,20.0,0.26688559999820427,152,20,20,0.95,False,"[128, 1, 3, 8, 141, 145, 275, 150, 152, 43, 171, 174, 50, 180, 61, 80, 214, 87, 95, 238]",mc_mislead_n300_p005_k20,MS_Degree_K10,0,0,3.9402681999999913,300,external,MS_Degree,N/A,10,10.0,,,MS_Degree
MS_Random(K=20),mc_mislead_n300_p005_k20_003,maximum_clique,20.0,0.1984044000018912,105,20,20,1.0,False,"[128, 1, 3, 8, 141, 145, 275, 150, 152, 171, 43, 174, 50, 180, 184, 61, 80, 87, 95, 238]",mc_mislead_n300_p005_k20,MS_Random_K20,0,0,3.7211133999990125,300,external,MS_Random,N/A,20,20.0,,,MS_Random
MS_Degree(K=20),mc_mislead_n300_p005_k20_003,maximum_clique,20.0,0.5149058999995759,290,20,20,0.95,False,"[128, 1, 3, 8, 141, 145, 275, 150, 152, 43, 171, 174, 50, 180, 61, 80, 214, 87, 95, 238]",mc_mislead_n300_p005_k20,MS_Degree_K20,0,0,4.202462599998398,300,external,MS_Degree,N/A,20,20.0,,,MS_Degree
"MS_CTQW(K=5,cheb_d50)",mc_mislead_n300_p005_k20_003,maximum_clique,16.0,0.13078479999967385,72,16,20,0.75,False,"[128, 1, 3, 8, 43, 238, 208, 145, 80, 50, 275, 150, 87, 184, 61, 95]",mc_mislead_n300_p005_k20,MS_CTQW_K5_cheb_d50,0,0,3.7574182000025758,300,external,MS_CTQW,cheb_d50,5,5.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,cheb_d50)",mc_mislead_n300_p005_k20_003,maximum_clique,20.0,0.2727255999998306,152,20,20,0.95,False,"[128, 1, 3, 8, 141, 145, 275, 150, 152, 43, 171, 174, 50, 180, 61, 80, 214, 87, 95, 238]",mc_mislead_n300_p005_k20,MS_CTQW_K10_cheb_d50,0,0,3.7913793999978225,300,external,MS_CTQW,cheb_d50,10,10.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=20,cheb_d50)",mc_mislead_n300_p005_k20_003,maximum_clique,20.0,0.5261977999980445,290,20,20,0.95,False,"[128, 1, 3, 8, 141, 145, 275, 150, 152, 43, 171, 174, 50, 180, 61, 80, 214, 87, 95, 238]",mc_mislead_n300_p005_k20,MS_CTQW_K20_cheb_d50,0,0,4.149147700001777,300,external,MS_CTQW,cheb_d50,20,20.0,True,,MS_CTQW_cheb_d50
"MS_HybridSeed(K=5,beta=0.25,cheb_d50)",mc_mislead_n300_p005_k20_003,maximum_clique,16.0,0.1303306000008888,72,16,20,0.75,False,"[128, 1, 3, 8, 43, 238, 208, 145, 80, 50, 275, 150, 87, 184, 61, 95]",mc_mislead_n300_p005_k20,MS_HybridSeed_K5_b0p25_cheb_d50,0,0,3.823156400001608,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=5,beta=0.5,cheb_d50)",mc_mislead_n300_p005_k20_003,maximum_clique,16.0,0.13098789999639848,72,16,20,0.75,False,"[128, 1, 3, 8, 43, 238, 208, 145, 80, 50, 275, 150, 87, 184, 61, 95]",mc_mislead_n300_p005_k20,MS_HybridSeed_K5_b0p5_cheb_d50,0,0,3.7248158999973384,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=5,beta=0.75,cheb_d50)",mc_mislead_n300_p005_k20_003,maximum_clique,16.0,0.13512099999934435,72,16,20,0.75,False,"[128, 1, 3, 8, 43, 238, 208, 145, 80, 50, 275, 150, 87, 184, 61, 95]",mc_mislead_n300_p005_k20,MS_HybridSeed_K5_b0p75_cheb_d50,0,0,3.7115904000020237,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=10,beta=0.25,cheb_d50)",mc_mislead_n300_p005_k20_003,maximum_clique,20.0,0.25653090000196244,152,20,20,0.95,False,"[128, 1, 3, 8, 141, 145, 275, 150, 152, 43, 171, 174, 50, 180, 61, 80, 214, 87, 95, 238]",mc_mislead_n300_p005_k20,MS_HybridSeed_K10_b0p25_cheb_d50,0,0,3.865822499999922,300,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=10,beta=0.5,cheb_d50)",mc_mislead_n300_p005_k20_003,maximum_clique,20.0,0.2809004000009736,152,20,20,0.95,False,"[128, 1, 3, 8, 141, 145, 275, 150, 152, 43, 171, 174, 50, 180, 61, 80, 214, 87, 95, 238]",mc_mislead_n300_p005_k20,MS_HybridSeed_K10_b0p5_cheb_d50,0,0,3.896057900001324,300,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=10,beta=0.75,cheb_d50)",mc_mislead_n300_p005_k20_003,maximum_clique,20.0,0.27512879999994766,152,20,20,0.95,False,"[128, 1, 3, 8, 141, 145, 275, 150, 152, 43, 171, 174, 50, 180, 61, 80, 214, 87, 95, 238]",mc_mislead_n300_p005_k20,MS_HybridSeed_K10_b0p75_cheb_d50,0,0,3.8671598999972048,300,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=20,beta=0.25,cheb_d50)",mc_mislead_n300_p005_k20_003,maximum_clique,20.0,0.5191191999983857,290,20,20,0.95,False,"[128, 1, 3, 8, 141, 145, 275, 150, 152, 43, 171, 174, 50, 180, 61, 80, 214, 87, 95, 238]",mc_mislead_n300_p005_k20,MS_HybridSeed_K20_b0p25_cheb_d50,0,0,4.098802100001194,300,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=20,beta=0.5,cheb_d50)",mc_mislead_n300_p005_k20_003,maximum_clique,20.0,0.5384899000018777,290,20,20,0.95,False,"[128, 1, 3, 8, 141, 145, 275, 150, 152, 43, 171, 174, 50, 180, 61, 80, 214, 87, 95, 238]",mc_mislead_n300_p005_k20,MS_HybridSeed_K20_b0p5_cheb_d50,0,0,4.093691199999739,300,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=20,beta=0.75,cheb_d50)",mc_mislead_n300_p005_k20_003,maximum_clique,20.0,0.525020900000527,290,20,20,0.95,False,"[128, 1, 3, 8, 141, 145, 275, 150, 152, 43, 171, 174, 50, 180, 61, 80, 214, 87, 95, 238]",mc_mislead_n300_p005_k20,MS_HybridSeed_K20_b0p75_cheb_d50,0,0,3.9854607000015676,300,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
ClassicalClique,mc_mislead_n300_p005_k20_004,maximum_clique,18.0,0.04169420000107493,18,18,20,0.85,False,"[166, 102, 72, 9, 170, 74, 73, 265, 43, 78, 16, 208, 145, 241, 114, 243, 56, 28]",mc_mislead_n300_p005_k20,ClassicalClique,0,0,3.501120799999626,300,external,ClassicalClique,N/A,0,,,,ClassicalClique
MS_Random(K=5),mc_mislead_n300_p005_k20_004,maximum_clique,4.0,0.03802879999784636,15,4,20,0.0,False,"[2, 212, 189, 142]",mc_mislead_n300_p005_k20,MS_Random_K5,0,0,3.5520189000017126,300,external,MS_Random,N/A,5,5.0,,,MS_Random
MS_Degree(K=5),mc_mislead_n300_p005_k20_004,maximum_clique,18.0,0.1403972000007343,75,18,20,0.85,False,"[166, 102, 72, 9, 170, 74, 73, 265, 43, 78, 16, 208, 145, 241, 114, 243, 56, 28]",mc_mislead_n300_p005_k20,MS_Degree_K5,0,0,3.617294599996967,300,external,MS_Degree,N/A,5,5.0,,,MS_Degree
MS_Random(K=10),mc_mislead_n300_p005_k20_004,maximum_clique,20.0,0.15256679999947664,84,20,20,0.95,False,"[265, 14, 16, 145, 28, 166, 43, 56, 185, 64, 70, 72, 73, 74, 78, 208, 102, 241, 114, 243]",mc_mislead_n300_p005_k20,MS_Random_K10,0,0,3.7230858000002627,300,external,MS_Random,N/A,10,10.0,,,MS_Random
MS_Degree(K=10),mc_mislead_n300_p005_k20_004,maximum_clique,18.0,0.277791000000434,151,18,20,0.85,False,"[166, 102, 72, 9, 170, 74, 73, 265, 43, 78, 16, 208, 145, 241, 114, 243, 56, 28]",mc_mislead_n300_p005_k20,MS_Degree_K10,0,0,4.032359599998017,300,external,MS_Degree,N/A,10,10.0,,,MS_Degree
MS_Random(K=20),mc_mislead_n300_p005_k20_004,maximum_clique,17.0,0.18195679999917047,90,17,20,0.8,False,"[70, 166, 72, 265, 9, 74, 43, 16, 145, 208, 241, 114, 243, 215, 56, 185, 28]",mc_mislead_n300_p005_k20,MS_Random_K20,0,0,4.039602499997272,300,external,MS_Random,N/A,20,20.0,,,MS_Random
MS_Degree(K=20),mc_mislead_n300_p005_k20_004,maximum_clique,20.0,0.5097669000024325,299,20,20,0.95,False,"[265, 9, 14, 16, 145, 28, 160, 166, 43, 56, 185, 70, 73, 74, 78, 208, 102, 241, 114, 243]",mc_mislead_n300_p005_k20,MS_Degree_K20,0,0,4.58101799999713,300,external,MS_Degree,N/A,20,20.0,,,MS_Degree
"MS_CTQW(K=5,cheb_d50)",mc_mislead_n300_p005_k20_004,maximum_clique,18.0,0.13503239999772632,79,18,20,0.85,False,"[166, 102, 72, 9, 170, 74, 73, 265, 43, 78, 16, 208, 145, 241, 114, 243, 56, 28]",mc_mislead_n300_p005_k20,MS_CTQW_K5_cheb_d50,0,0,4.100173999999242,300,external,MS_CTQW,cheb_d50,5,5.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,cheb_d50)",mc_mislead_n300_p005_k20_004,maximum_clique,18.0,0.26680689999921015,151,18,20,0.85,False,"[166, 102, 72, 9, 170, 74, 73, 265, 43, 78, 16, 208, 145, 241, 114, 243, 56, 28]",mc_mislead_n300_p005_k20,MS_CTQW_K10_cheb_d50,0,0,4.049118999999337,300,external,MS_CTQW,cheb_d50,10,10.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=20,cheb_d50)",mc_mislead_n300_p005_k20_004,maximum_clique,20.0,0.5272043000004487,304,20,20,0.95,False,"[265, 9, 14, 16, 145, 28, 160, 166, 43, 56, 185, 70, 73, 74, 78, 208, 102, 241, 114, 243]",mc_mislead_n300_p005_k20,MS_CTQW_K20_cheb_d50,0,0,4.568571400002838,300,external,MS_CTQW,cheb_d50,20,20.0,True,,MS_CTQW_cheb_d50
"MS_HybridSeed(K=5,beta=0.25,cheb_d50)",mc_mislead_n300_p005_k20_004,maximum_clique,18.0,0.13469740000073216,75,18,20,0.85,False,"[166, 102, 72, 9, 170, 74, 73, 265, 43, 78, 16, 208, 145, 241, 114, 243, 56, 28]",mc_mislead_n300_p005_k20,MS_HybridSeed_K5_b0p25_cheb_d50,0,0,4.06862419999743,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=5,beta=0.5,cheb_d50)",mc_mislead_n300_p005_k20_004,maximum_clique,18.0,0.1380438000014692,79,18,20,0.85,False,"[166, 102, 72, 9, 170, 74, 73, 265, 43, 78, 16, 208, 145, 241, 114, 243, 56, 28]",mc_mislead_n300_p005_k20,MS_HybridSeed_K5_b0p5_cheb_d50,0,0,4.084450499998638,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=5,beta=0.75,cheb_d50)",mc_mislead_n300_p005_k20_004,maximum_clique,18.0,0.13392799999928684,79,18,20,0.85,False,"[166, 102, 72, 9, 170, 74, 73, 265, 43, 78, 16, 208, 145, 241, 114, 243, 56, 28]",mc_mislead_n300_p005_k20,MS_HybridSeed_K5_b0p75_cheb_d50,0,0,4.091746300000523,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=10,beta=0.25,cheb_d50)",mc_mislead_n300_p005_k20_004,maximum_clique,18.0,0.26551389999804087,151,18,20,0.85,False,"[166, 102, 72, 9, 170, 74, 73, 265, 43, 78, 16, 208, 145, 241, 114, 243, 56, 28]",mc_mislead_n300_p005_k20,MS_HybridSeed_K10_b0p25_cheb_d50,0,0,4.222447699998156,300,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=10,beta=0.5,cheb_d50)",mc_mislead_n300_p005_k20_004,maximum_clique,18.0,0.27552270000160206,151,18,20,0.85,False,"[166, 102, 72, 9, 170, 74, 73, 265, 43, 78, 16, 208, 145, 241, 114, 243, 56, 28]",mc_mislead_n300_p005_k20,MS_HybridSeed_K10_b0p5_cheb_d50,0,0,4.1311598000029335,300,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=10,beta=0.75,cheb_d50)",mc_mislead_n300_p005_k20_004,maximum_clique,18.0,0.2693822999972326,151,18,20,0.85,False,"[166, 102, 72, 9, 170, 74, 73, 265, 43, 78, 16, 208, 145, 241, 114, 243, 56, 28]",mc_mislead_n300_p005_k20,MS_HybridSeed_K10_b0p75_cheb_d50,0,0,4.0031928999997035,300,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=20,beta=0.25,cheb_d50)",mc_mislead_n300_p005_k20_004,maximum_clique,20.0,0.5180894999975862,299,20,20,0.95,False,"[265, 9, 14, 16, 145, 28, 160, 166, 43, 56, 185, 70, 73, 74, 78, 208, 102, 241, 114, 243]",mc_mislead_n300_p005_k20,MS_HybridSeed_K20_b0p25_cheb_d50,0,0,4.232823700000154,300,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=20,beta=0.5,cheb_d50)",mc_mislead_n300_p005_k20_004,maximum_clique,20.0,0.5262536999980512,297,20,20,0.95,False,"[265, 9, 14, 16, 145, 28, 160, 166, 43, 56, 185, 70, 73, 74, 78, 208, 102, 241, 114, 243]",mc_mislead_n300_p005_k20,MS_HybridSeed_K20_b0p5_cheb_d50,0,0,4.177218400000129,300,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=20,beta=0.75,cheb_d50)",mc_mislead_n300_p005_k20_004,maximum_clique,20.0,0.500509499997861,297,20,20,0.95,False,"[265, 9, 14, 16, 145, 28, 160, 166, 43, 56, 185, 70, 73, 74, 78, 208, 102, 241, 114, 243]",mc_mislead_n300_p005_k20,MS_HybridSeed_K20_b0p75_cheb_d50,0,0,4.133144799998263,300,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
ClassicalClique,mc_mislead_n300_p01_k20_000,maximum_clique,18.0,0.04500809999808553,18,18,20,0.85,False,"[294, 233, 138, 139, 12, 155, 77, 173, 270, 16, 123, 276, 277, 150, 183, 248, 151, 88]",mc_mislead_n300_p01_k20,ClassicalClique,0,0,3.729737199999363,300,external,ClassicalClique,N/A,0,,,,ClassicalClique
MS_Random(K=5),mc_mislead_n300_p01_k20_000,maximum_clique,17.0,0.0879940999984683,41,17,20,0.8,False,"[65, 233, 74, 138, 12, 77, 270, 123, 16, 276, 277, 150, 151, 88, 183, 155, 92]",mc_mislead_n300_p01_k20,MS_Random_K5,0,0,3.6669260000016948,300,external,MS_Random,N/A,5,5.0,,,MS_Random
MS_Degree(K=5),mc_mislead_n300_p01_k20_000,maximum_clique,19.0,0.14728370000011637,79,19,20,0.9,False,"[7, 138, 12, 270, 16, 276, 150, 151, 155, 294, 173, 183, 65, 74, 77, 88, 233, 250, 123]",mc_mislead_n300_p01_k20,MS_Degree_K5,0,0,3.682375200001843,300,external,MS_Degree,N/A,5,5.0,,,MS_Degree
MS_Random(K=10),mc_mislead_n300_p01_k20_000,maximum_clique,20.0,0.1849590999991051,98,20,20,1.0,False,"[7, 138, 139, 12, 270, 16, 276, 277, 150, 151, 155, 294, 173, 183, 65, 74, 77, 88, 233, 123]",mc_mislead_n300_p01_k20,MS_Random_K10,0,0,3.6440677999999025,300,external,MS_Random,N/A,10,10.0,,,MS_Random
MS_Degree(K=10),mc_mislead_n300_p01_k20_000,maximum_clique,19.0,0.3078410999987682,156,19,20,0.9,False,"[7, 138, 12, 270, 16, 276, 150, 151, 155, 294, 173, 183, 65, 74, 77, 88, 233, 250, 123]",mc_mislead_n300_p01_k20,MS_Degree_K10,0,0,3.893838899999537,300,external,MS_Degree,N/A,10,10.0,,,MS_Degree
MS_Random(K=20),mc_mislead_n300_p01_k20_000,maximum_clique,18.0,0.2272616999980528,110,18,20,0.85,False,"[65, 4, 294, 7, 233, 74, 138, 12, 77, 173, 270, 16, 123, 276, 150, 151, 183, 155]",mc_mislead_n300_p01_k20,MS_Random_K20,0,0,3.764316599997983,300,external,MS_Random,N/A,20,20.0,,,MS_Random
MS_Degree(K=20),mc_mislead_n300_p01_k20_000,maximum_clique,19.0,0.5862180000003718,312,19,20,0.9,False,"[7, 138, 12, 270, 16, 276, 150, 151, 155, 294, 173, 183, 65, 74, 77, 88, 233, 250, 123]",mc_mislead_n300_p01_k20,MS_Degree_K20,0,0,4.06695050000053,300,external,MS_Degree,N/A,20,20.0,,,MS_Degree
"MS_CTQW(K=5,cheb_d50)",mc_mislead_n300_p01_k20_000,maximum_clique,19.0,0.1552815000031842,79,19,20,0.9,False,"[7, 138, 12, 270, 16, 276, 150, 151, 155, 294, 173, 183, 65, 74, 77, 88, 233, 250, 123]",mc_mislead_n300_p01_k20,MS_CTQW_K5_cheb_d50,0,0,3.643397799998638,300,external,MS_CTQW,cheb_d50,5,5.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=10,cheb_d50)",mc_mislead_n300_p01_k20_000,maximum_clique,19.0,0.3005075000000943,157,19,20,0.9,False,"[7, 138, 12, 270, 16, 276, 150, 151, 155, 294, 173, 183, 65, 74, 77, 88, 233, 250, 123]",mc_mislead_n300_p01_k20,MS_CTQW_K10_cheb_d50,0,0,3.762606100000994,300,external,MS_CTQW,cheb_d50,10,10.0,True,,MS_CTQW_cheb_d50
"MS_CTQW(K=20,cheb_d50)",mc_mislead_n300_p01_k20_000,maximum_clique,19.0,0.5911701000004541,315,19,20,0.9,False,"[7, 138, 12, 270, 16, 276, 150, 151, 155, 294, 173, 183, 65, 74, 77, 88, 233, 250, 123]",mc_mislead_n300_p01_k20,MS_CTQW_K20_cheb_d50,0,0,4.054425999998784,300,external,MS_CTQW,cheb_d50,20,20.0,True,,MS_CTQW_cheb_d50
"MS_HybridSeed(K=5,beta=0.25,cheb_d50)",mc_mislead_n300_p01_k20_000,maximum_clique,19.0,0.14854279999781284,79,19,20,0.9,False,"[7, 138, 12, 270, 16, 276, 150, 151, 155, 294, 173, 183, 65, 74, 77, 88, 233, 250, 123]",mc_mislead_n300_p01_k20,MS_HybridSeed_K5_b0p25_cheb_d50,0,0,3.7506874999999127,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=5,beta=0.5,cheb_d50)",mc_mislead_n300_p01_k20_000,maximum_clique,19.0,0.14568309999958728,79,19,20,0.9,False,"[7, 138, 12, 270, 16, 276, 150, 151, 155, 294, 173, 183, 65, 74, 77, 88, 233, 250, 123]",mc_mislead_n300_p01_k20,MS_HybridSeed_K5_b0p5_cheb_d50,0,0,3.579374499997357,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=5,beta=0.75,cheb_d50)",mc_mislead_n300_p01_k20_000,maximum_clique,19.0,0.15286339999875054,79,19,20,0.9,False,"[7, 138, 12, 270, 16, 276, 150, 151, 155, 294, 173, 183, 65, 74, 77, 88, 233, 250, 123]",mc_mislead_n300_p01_k20,MS_HybridSeed_K5_b0p75_cheb_d50,0,0,3.6254917999976897,300,external,MS_HybridSeed,cheb_d50,5,5.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=10,beta=0.25,cheb_d50)",mc_mislead_n300_p01_k20_000,maximum_clique,19.0,0.3004256999993231,157,19,20,0.9,False,"[7, 138, 12, 270, 16, 276, 150, 151, 155, 294, 173, 183, 65, 74, 77, 88, 233, 250, 123]",mc_mislead_n300_p01_k20,MS_HybridSeed_K10_b0p25_cheb_d50,0,0,3.7911285999980464,300,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=10,beta=0.5,cheb_d50)",mc_mislead_n300_p01_k20_000,maximum_clique,19.0,0.2880379999987781,157,19,20,0.9,False,"[7, 138, 12, 270, 16, 276, 150, 151, 155, 294, 173, 183, 65, 74, 77, 88, 233, 250, 123]",mc_mislead_n300_p01_k20,MS_HybridSeed_K10_b0p5_cheb_d50,0,0,3.832080100000894,300,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=10,beta=0.75,cheb_d50)",mc_mislead_n300_p01_k20_000,maximum_clique,19.0,0.29101710000031744,157,19,20,0.9,False,"[7, 138, 12, 270, 16, 276, 150, 151, 155, 294, 173, 183, 65, 74, 77, 88, 233, 250, 123]",mc_mislead_n300_p01_k20,MS_HybridSeed_K10_b0p75_cheb_d50,0,0,3.7826232999977947,300,external,MS_HybridSeed,cheb_d50,10,10.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
"MS_HybridSeed(K=20,beta=0.25,cheb_d50)",mc_mislead_n300_p01_k20_000,maximum_clique,19.0,0.5928730999985419,315,19,20,0.9,False,"[7, 138, 12, 270, 16, 276, 150, 151, 155, 294, 173, 183, 65, 74, 77, 88, 233, 250, 123]",mc_mislead_n300_p01_k20,MS_HybridSeed_K20_b0p25_cheb_d50,0,0,4.072191100000055,300,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.25,MS_HybridSeed_b0.25_cheb_d50
"MS_HybridSeed(K=20,beta=0.5,cheb_d50)",mc_mislead_n300_p01_k20_000,maximum_clique,19.0,0.6016535999988264,315,19,20,0.9,False,"[7, 138, 12, 270, 16, 276, 150, 151, 155, 294, 173, 183, 65, 74, 77, 88, 233, 250, 123]",mc_mislead_n300_p01_k20,MS_HybridSeed_K20_b0p5_cheb_d50,0,0,4.062442200000078,300,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.5,MS_HybridSeed_b0.5_cheb_d50
"MS_HybridSeed(K=20,beta=0.75,cheb_d50)",mc_mislead_n300_p01_k20_000,maximum_clique,19.0,0.5802217999989807,315,19,20,0.9,False,"[7, 138, 12, 270, 16, 276, 150, 151, 155, 294, 173, 183, 65, 74, 77, 88, 233, 250, 123]",mc_mislead_n300_p01_k20,MS_HybridSeed_K20_b0p75_cheb_d50,0,0,3.997496299998602,300,external,MS_HybridSeed,cheb_d50,20,20.0,True,0.75,MS_HybridSeed_b0.75_cheb_d50
ClassicalClique,mc_mislead_n300_p01_k20_001,maximum_clique,18.0,0.04465350000100443,18,18,20,0.85,False,"[226, 291, 198, 103, 296, 233, 135, 168, 169, 140, 14, 115, 244, 214, 58, 125, 62, 31]",mc_mislead_n300_p01_k20,ClassicalClique,0,0,3.383994400002848,300,external,ClassicalClique,N/A,0,,,,ClassicalClique
MS_Random(K=5),mc_mislead_n300_p01_k20_001,maximum_clique,16.0,0.08221469999989495,39,16,20,0.75,False,"[226, 135, 103, 168, 296, 169, 140, 14, 115, 244, 214, 152, 58, 28, 125, 62]",mc_mislead_n300_p01_k20,MS_Random_K5,0,0,3.4764549000028637,300,external,MS_Random,N/A,5,5.0,,,MS_Random
MS_Degree(K=5),mc_mislead_n300_p01_k20_001,maximum_clique,18.0,0.1474731000016618,80,18,20,0.85,False,"[226, 291, 198, 103, 296, 233, 135, 168, 169, 140, 14, 115, 244, 214, 58, 125, 62, 31]",mc_mislead_n300_p01_k20,MS_Degree_K5,0,0,3.491238799997518,300,external,MS_Degree,N/A,5,5.0,,,MS_Degree
MS_Random(K=10),mc_mislead_n300_p01_k20_001,maximum_clique,18.0,0.14062140000169165,67,18,20,0.85,False,"[226, 291, 198, 103, 296, 168, 169, 14, 144, 115, 244, 52, 148, 214, 28, 125, 62, 31]",mc_mislead_n300_p01_k20,MS_Random_K10,0,0,3.623789900000702,300,external,MS_Random,N/A,10,10.0,,,MS_Random
MS_Degree(K=10),mc_mislead_n300_p01_k20_001,maximum_clique,18.0,0.30679310000050464,156,18,20,0.85,False,"[226, 291, 198, 103, 296, 233, 135, 168, 169, 140, 14, 115, 244, 214, 58, 125, 62, 31]",mc_mislead_n300_p01_k20,MS_Degree_K10,0,0,3.734113399998023,300,external,MS_Degree,N/A,10,10.0,,,MS_Degree
MS_Random(K=20),mc_mislead_n300_p01_k20_001,maximum_clique,20.0,0.2147110000005341,105,20,20,1.0,False,"[135, 140, 14, 144, 148, 28, 31, 291, 168, 296, 169, 58, 62, 198, 214, 226, 103, 115, 244, 125]",mc_mislead_n300_p01_k20,MS_Random_K20,0,0,3.707022099999449,300,external,MS_Random,N/A,20,20.0,,,MS_Random
MS_Degree(K=20),mc_mislead_n300_p01_k20_001,maximum_clique,18.0,0.5766671000019414,298,18,20,0.85,False,"[226, 291, 198, 103, 296, 233, 135, 168, 169, 140, 14, 115, 244, 214, 58, 125, 62, 31]",mc_mislead_n300_p01_k20,MS_Degree_K20,0,0,4.158724199998687,300,external,MS_Degree,N/A,20,20.0,,,MS_Degree
"MS_CTQW(K=5,cheb_d50)",mc_mislead_n300_p01_k20_001,maximum_clique,18.0,0.15559850000136066,79,18,20,0.85,False,"[226, 291, 198, 103, 296, 233, 135, 168, 169, 140, 14, 115, 244, 214, 58, 125, 62, 31]",mc_mislead_n300_p01_k20,MS_CTQW_K5_cheb_d50,0,0,3.6660773000003246,300,external,MS_CTQW,cheb_d50,5,5.0,True,,MS_CTQW_cheb_d50
